image_shg_2023,logo,,320,80
Michal Burnetko,string,,,
Mido Lai,string,,,
Mitch Bowler,string,,,
Miłosz Olszówka,string,,,
Natalia Galantseva,string,,,
Nicolas Lebessis,string,,,
Nixon Poon,string,,,
Patrick Hagar,string,,,
Pedro Flores,string,,,
Peter Chen,string,,,
Quetzal Aguilar,string,,,
Raquel Gutiérrez,string,,,
Riccard Linde,string,,,
Ricky Zhang,string,,,
Robb Shoberg,string,,,
Roma Emerson,string,,,
Ron Del Rosario,string,,,
Roxana Bracamontes,string,,,
Salar Saleh,string,,,
Sean Bellinger,string,,,
Sean Koske,string,,,
Sergio Gil,string,,,
Seung Young Lee,string,,,
Shifally Rattan,string,,,
Steven Fabok,string,,,
Suyang Wang,string,,,
Taeho Son,string,,,
Taehoon Oh,string,,,
Thomas Shin,string,,,
Thomas Szakolczay,string,,,
Tobias Stromvall,string,,,
Valerio Paolucci,string,,,
Velinda Reyes,string,,,
Vitalii Smyk,string,,,
Vivian Ding,string,,,
Volodymyr Derhachov,string,,,
Ziemowit Piasecki,string,,,
CREDITS/DEPT_AUDIO,dept,,,
Brian Bibbo,string,,,
Carl Dorzok,string,,,
Chris Christensen,string,,,
Chris Egert,string,,,
Chris Staples,string,,,
Dave Rowe,string,,,
David Natale,string,,,
Elise Tankiewicz,string,,,
Kerri Shak,string,,,
Michael Krystek,string,,,
Michael Spina,string,,,
Mikołaj Ławiński,string,,,
Myon Sample,string,,,
Robert Rice,string,,,
Stephen Miller,string,,,
Stuart Provine,string,,,
Tim Stasica,string,,,
CREDITS/DEPT_DESIGN,dept,,,
Adrian Sandoval,string,,,
Ajinkya 'AJ' Limaye,string,,,
Alexander Norris,string,,,
April Friesen,string,,,
Avi Rosenblum,string,,,
Ben Scott,string,,,
Bengang Qi,string,,,
Bianka Kovacs,string,,,
Bradley Kern,string,,,
Brian Roycewicz,string,,,
Cameron Williams,string,,,
Casey Piper,string,,,
Chris Pierro,string,,,
Chris Schmidt,string,,,
Cody Malach,string,,,
Cody Pierson,string,,,
Craig Jong,string,,,
David Lee,string,,,
David Ludwig,string,,,
Drew Busch,string,,,
Eric Su,string,,,
Garrett Courtney,string,,,
Geoffrey Smith,string,,,
Gonçalo Silva,string,,,
Greg Lopez,string,,,
Isaak Bocanegra-Estrada,string,,,
Jack Reynolds,string,,,
Jacob Hisscock,string,,,
Jacob VanEnkevort,string,,,
Jaden LaRose,string,,,
Jason Uyeda,string,,,
Joe Cecot,string,,,
John Mundy,string,,,
Jonathan Yuantao Ye,string,,,
Jorge Garrido Reséndiz,string,,,
Jorge Rodriguez,string,,,
Joseph Tyler Racey,string,,,
Julian Luo,string,,,
Justin Lepine,string,,,
Kyle Audick,string,,,
Levi Smith,string,,,
Mark Aviles,string,,,
Matthew Holdener,string,,,
Matthew Steinke,string,,,
Michael Egan,string,,,
Michael Henson,string,,,
Mike Denny,string,,,
Nathan Tullis,string,,,
Oscar Lopez,string,,,
Patrick Mathieu,string,,,
Paul Valdivia,string,,,
Randy Chunga,string,,,
Ray Turpin,string,,,
Richard Farrelly,string,,,
Rion Jones,string,,,
Rishi Basu,string,,,
Roman Spazafumo,string,,,
Rukia Brooks,string,,,
Ryan Randolph,string,,,
Ryan Salomon,string,,,
Scott Carpenter,string,,,
Steve Holmes,string,,,
Steve Taylor,string,,,
Sven Zobler,string,,,
Tyler Padgett,string,,,
Tyriq Pattillo,string,,,
Zied Rieke,string,,,
CREDITS/DEPT_DEV_OPS_SUPPORT,dept,,,
Abraham Cohen,string,,,
Alex Lizarraga,string,,,
Alex Weldon,string,,,
Bartosz Wlazłowski,string,,,
Bryck Sheffield,string,,,
Dmitry Pavlenko,string,,,
Dylan Farber,string,,,
Erick Groman,string,,,
Jake Chemnitz,string,,,
Jakub Ogiela,string,,,
Jeremy Nicholson,string,,,
Jorge Luque,string,,,
Kevin Kusch,string,,,
Lewis Waddle,string,,,
Matthew Byrne,string,,,
Richard Estes,string,,,
Roger Vargas Ramirez,string,,,
CREDITS/DEPT_ENGINEERING,dept,,,
Abigail Miller,string,,,
Abiola Akinnubi,string,,,
Adam Clarke,string,,,
Adam Ptasiński,string,,,
Aisha Mandel,string,,,
Alberto Xavier Guerra Uvidia,string,,,
Alex Fox,string,,,
Alexanderia Nelson,string,,,
Anthony Carotenuto,string,,,
Anthony Williams Jr.,string,,,
Auston Jones,string,,,
Ava Derevlany,string,,,
Ben Davies,string,,,
Ben Kutcher,string,,,
Brian Gardiner,string,,,
Bridget Murphy,string,,,
Bryan Nogradi,string,,,
Calvin Lin,string,,,
Carlos Padilla,string,,,
Cheng-Hao 'Nick' Chu,string,,,
Christopher Janowski,string,,,
Corey Shay,string,,,
Cyprien Orfila,string,,,
Daniel Nelson,string,,,
Danylo Ierkaiev,string,,,
David Grosman,string,,,
Dong Jinghui 'Jim',string,,,
Duncan Adamson,string,,,
Dylan Stilwell,string,,,
Emiliano Miranda,string,,,
Eoin O'Flynn,string,,,
Eric Goldin,string,,,
Ethan Caraway,string,,,
Felipe Gomez-Frittelli,string,,,
Garrett Mckay,string,,,
Gavin Pugh,string,,,
Greg Twentyman,string,,,
Gregory Hodges,string,,,
Haley Bear,string,,,
Hari Khalsa,string,,,
Hiroshi Tsubokawa,string,,,
Ifedayo Isibor,string,,,
Isaac Pace,string,,,
Jacob Emil Pjetursson,string,,,
Jake Campbell,string,,,
Jan Milik,string,,,
Jane Hu,string,,,
Jennifer Lim,string,,,
Jenny Rodriguez,string,,,
Jimmy Griffiths,string,,,
Jimmy Phan,string,,,
Jocelyn Chew,string,,,
John Webb,string,,,
Jon Futch,string,,,
Jonathan Johnson,string,,,
Jose Manuel Marin Roman,string,,,
Justin Schwartz,string,,,
Kamil Grodecki,string,,,
Kamil Leniart,string,,,
Kaustabh Dutta,string,,,
Keng Hua Sing,string,,,
Kent Rose,string,,,
Kimberly Coterwas,string,,,
Konrad Piechota,string,,,
Koundinya Upadhyayula,string,,,
Krista Boone,string,,,
Kyle McKisic,string,,,
Lily Kim,string,,,
Luba May,string,,,
Lóránt Mikolás,string,,,
Marc Serrano,string,,,
Marcus Meurling,string,,,
Mark Walters,string,,,
Marlon Valladares,string,,,
Martin Ruzicka,string,,,
Mateusz Ptasiński,string,,,
Matt Garrison,string,,,
Matthew Stine,string,,,
Max Bauer,string,,,
Megan Works,string,,,
Melody Schaeffer,string,,,
Michael Boon,string,,,
Michael Esposito,string,,,
Michal Drobot,string,,,
Michal Olejnik,string,,,
Michal Szymczyk,string,,,
Minsuk Kim,string,,,
Mitchell Sanborn,string,,,
Molly Lee,string,,,
Natalie Tobiason,string,,,
Nathan Silvers,string,,,
Nicolas 'Felix' Mayrose,string,,,
Patrick Ahrens,string,,,
Peter Claes,string,,,
Peter Pon,string,,,
Peter Wiest,string,,,
Piotr Brendel,string,,,
Piotr Dudek,string,,,
Prashanthan Gunasingam,string,,,
Ray Allaire,string,,,
Rohit Ravishankar,string,,,
Rulon Raymond,string,,,
Ryan Feltrin,string,,,
Sae Hun Kim,string,,,
Samuel Markowitz,string,,,
Sarat Buddharaju,string,,,
Sean Comer,string,,,
Sebastian Chain,string,,,
Sergio Ocio,string,,,
Simon Cournoyer,string,,,
Skyler York,string,,,
Stanley Thai,string,,,
Steven Zhang,string,,,
Sudeep Singh,string,,,
Theresa Wolf,string,,,
Thornton Fernbacher,string,,,
Tiago Carvalho,string,,,
Tomas PLch,string,,,
Unnikrishnan Kirangattumana Vasudevan,string,,,
Viktor Stepanov,string,,,
William McVicar,string,,,
Yang Li,string,,,
Yenal Kal,string,,,
Yu Chen,string,,,
Zach Parr,string,,,
CREDITS/DEPT_INTERNS_AWESOME,dept,,,
Andrew Hariyanto,string,,,
Ash Brock,string,,,
Audrey Engel,string,,,
Chirashe Dziire,string,,,
Gaelle Charlet,string,,,
Idris Wardere,string,,,
Jack Hoppus,string,,,
Jamie Wang,string,,,
Jordan Tolbert,string,,,
Kiju Kim,string,,,
Maddalen DeMars,string,,,
Marco Lam,string,,,
Mehek Jethani,string,,,
Mike Aucella,string,,,
Opeyeoluwa Olanipekun,string,,,
Paige Blum,string,,,
Raymond Turpin,string,,,
Reinart Realina,string,,,
Subrahmanyam Mullangi,string,,,
Tanessa Howard,string,,,
Tara Jeffries,string,,,
CREDITS/DEPT_IT,dept,,,
David Hernandez,string,,,
David Lim,string,,,
Matteo Canale,string,,,
Panda Park,string,,,
Rick Perez,string,,,
Rock Gropper,string,,,
Ryan Brooks,string,,,
Wayne Richardson,string,,,
CREDITS/DEPT_NARRATIVE,dept,,,
Ammie Puckett,string,,,
Auston Lindsay,string,,,
Brian Bloom,string,,,
Brian D'Almeida,string,,,
Corey Staier,string,,,
Eric Anderson,string,,,
Jeffrey Negus,string,,,
Justin Harris,string,,,
Matthew Dunn,string,,,
CREDITS/DEPT_OS,dept,,,
Adam Sacco,string,,,
Pratik Choudhury,string,,,
Preetam Bordoloi,string,,,
Uttam Raj Bordoloi,string,,,
Vikram Raj Bordoloi,string,,,
CREDITS/DEPT_PRODUCTION,dept,,,
Abby Schultz,string,,,
Adam Gold,string,,,
Ana Solimano,string,,,
Atoki Ileka,string,,,
Cheyton Jain,string,,,
Chris Parise,string,,,
Chris Self,string,,,
Christopher Guerra,string,,,
Christopher Guerrero,string,,,
Cory Gere,string,,,
Dino Verano,string,,,
Dom McCarthy,string,,,
Dustin Miyashiro,string,,,
Elliott Ehlig,string,,,
Francisco Galvez,string,,,
Graham Hagmaier,string,,,
Henry Charles Lea Hancock,string,,,
Ignacio Moroyoqui,string,,,
James Head,string,,,
Jon Tham,string,,,
Jonathan Soucy,string,,,
Kira Sincock,string,,,
Lara Anderholm,string,,,
Lee Reed,string,,,
Lisa Foster,string,,,
Meghan House,string,,,
Melissa Dieterle,string,,,
Michael Hoag,string,,,
Mike Fletcher,string,,,
Milo Smiley,string,,,
Nicholas Avola,string,,,
Olivia Hughes,string,,,
Patriz Manalo,string,,,
Peter McCabe,string,,,
Rick Alvarez,string,,,
Ruy Peña,string,,,
Ryan Stevens,string,,,
Sep Ebrahimi,string,,,
Stephen McCarty,string,,,
Steve Najera,string,,,
Tabari Jeffries,string,,,
Tiago Zielske,string,,,
Tony-Ely Arrizon,string,,,
Trant Lee-Amies,string,,,
Vincent Garcia,string,,,
Vincent Leroux,string,,,
William Allaway,string,,,
William Mackey,string,,,
Yi Yang,string,,,
CREDITS/DEPT_QA,dept,,,
Angelo Gabriel Gepiga,string,,,
Anthony Alvidrez,string,,,
Ashley McGuire,string,,,
Brian Chang,string,,,
Carlos Marin,string,,,
Christopher Smith,string,,,
Connor Bem,string,,,
Dallas Grimm,string,,,
Daniel Vasquez,string,,,
Dominic Lagle,string,,,
Edward Chun,string,,,
Emily Marie Morris,string,,,
Giancarlo Sanchez,string,,,
Hunter Adams,string,,,
Indya Johnson,string,,,
Ivan Maximilian Perez,string,,,
Jacob Godoy,string,,,
Jacob Meserve,string,,,
James Curatalo,string,,,
John Dickerson,string,,,
Joseph Johan Jensen Santi,string,,,
Justin Kimball,string,,,
Kala Ornellas,string,,,
Lily Rose Hammers,string,,,
Lucas Wohl,string,,,
Marc Anthony Rudy Evans,string,,,
Marcus Rudolfo Diaz-Conti,string,,,
Matthew Rudolf Schiltz,string,,,
Nathan Wall,string,,,
Paul Odion,string,,,
Ronald Lawrence-Hines,string,,,
Sabi Del Rosario,string,,,
Sophia Perez,string,,,
Sung Yoo,string,,,
Wesley Campbell,string,,,
William Alexander Brown,string,,,
Xavier Flores,string,,,
CREDITS/DEPT_STUDIO_COMMS,dept,,,
Guignard Isaac,string,,,
Kevin Timpson,string,,,
Zachary Niblick,string,,,
CREDITS/DEPT_TECH_ANIMATION,dept,,,
Darren Mortillaro,string,,,
James Gu,string,,,
Joshua Cote,string,,,
Junaluska Johnson,string,,,
Keridan Elliott,string,,,
Matt Oldfield,string,,,
Paula Sar,string,,,
Puneet Neelapu,string,,,
Yannick Amegan,string,,,
Yoonseo Choi,string,,,
CREDITS/DEPT_UI,dept,,,
Aaron Ta,string,,,
Alex Chapman,string,,,
Alfonso 'Fonzy' Elenes Jr.,string,,,
Alison Hu,string,,,
Andrew Edwards,string,,,
Anthony Pascone,string,,,
Casey Spinner,string,,,
Chris Johnson,string,,,
Dana MacKenzie,string,,,
Emmeline Estrampes,string,,,
Erik Fraki,string,,,
Gavyn Ferguson,string,,,
Gustavo Larrazabal,string,,,
Jack Yang,string,,,
Jacob Raymor,string,,,
Jade Greggory,string,,,
Jaime Cano,string,,,
Joey Grandinetti,string,,,
Lu Pan,string,,,
Lucas Thompson,string,,,
Mary Evdjukian,string,,,
Matt Butler,string,,,
Megan Felsch,string,,,
Nick Frame,string,,,
Presley Hoyl,string,,,
Samuel Harper,string,,,
Steve Smith,string,,,
Steven Ramos,string,,,
William Faler,string,,,
CREDITS/DEPT_ADDSUPPORT,dept,,,
Aaron Williams,string,,,
Adam Smith,string,,,
Aeri Iamsirithaworn,string,,,
Alex Hennessy,string,,,
Alex Olstinske,string,,,
Beyong Park,string,,,
Brian Robison,string,,,
Candice Harris,string,,,
Chun Chong Leong,string,,,
Dan Buckstein,string,,,
Dan Qiao,string,,,
Daniel Wapner,string,,,
Doug Prior,string,,,
Duane Rutkowski,string,,,
Ezra Goss,string,,,
Jason Barajas,string,,,
Jonathan Richardson,string,,,
Joshua Parker,string,,,
Kai Tawarotip,string,,,
Liam Reynolds,string,,,
Luke Stanback,string,,,
Matthew Tullis,string,,,
Mike Solovykh,string,,,
Minhul Kohari,string,,,
Minsang Kim,string,,,
Nathan Vokal,string,,,
Paul Interrante,string,,,
Paul Sandler,string,,,
Paweł Borowski,string,,,
Pete Day,string,,,
Peter Greer-Berezovsky,string,,,
Reed Shingledecker,string,,,
Seth Leviste,string,,,
Skye Kang Yeun,string,,,
Taylor Pope,string,,,
Wiktor Czosnowski,string,,,
Witold Justyniak,string,,,
BLANK,blank,,,
BLANK,blank,,,
INFINITY WARD BABIES,logotext,,,
Isobel Lucia Pugh,string,,,
Kaden Miyashiro,string,,,
Logan James Collier,string,,,
Luca Chang Alvarez,string,,,
Max Stepanov,string,,,
Rani Wickramasekaran,string,,,
Violette Head,string,,,
BLANKLONG,blank,,,
BLANKLONG,blank,,,
BLANKLONG,blank,,,
BLANKLONG,blank,,,
BLANKLONG,blank,,,
image_treyarch_2023,logo,,320,80
BLANK,blank,,,
BLANK,blank,,,
CREDITS/DEPT_STUDIOHEAD,dept,,,
Mark Gordon,string,,,
BLANK,blank,,,
CREDITS/DEPT_ANIMATION,dept,,,
Ali Pour Nassari,string,,,
Allison Henlein,string,,,
Aniket Manohar Waghmare,string,,,
Anthony DiCenzo,string,,,
Benjamin Lee DeGuzman,string,,,
Cassandra Dart,string,,,
Dan Ramos,string,,,
Jason Hall,string,,,
Joanna Lee,string,,,
Joe Miranda,string,,,
Justin Tirado,string,,,
Kevin Kraeer,string,,,
Lluis Dante,string,,,
Manash Sharma,string,,,
Mikal Vega,string,,,
Morgan Earl,string,,,
Nate Lee,string,,,
Noe Arciniega,string,,,
Phillip Lozano,string,,,
Thomas Lie,string,,,
Tyler Hamill,string,,,
Yanick Lebel,string,,,
CREDITS/DEPT_ART,dept,,,
Albert Ng,string,,,
Andrew Mournian,string,,,
Anh Nguyen,string,,,
Austin Martin,string,,,
Blaed Hutchinson,string,,,
Bruce Bailey,string,,,
Bruce Hall,string,,,
Caleb Turner,string,,,
Chad Birosh,string,,,
Colin Whitney,string,,,
Daniel Johnson,string,,,
Ethan Hiley,string,,,
Euihoon Jung,string,,,
Evan Nielsen,string,,,
Geoffrey Ng,string,,,
Gerry De Natris,string,,,
Gilbert Martinez,string,,,
Gui Rambelli,string,,,
Joaquin Espinoza,string,,,
John McGinley,string,,,
Karthik Jagannatha,string,,,
Kyle Martin,string,,,
Leo Shen,string,,,
Lindsey Kurkiewicz,string,,,
Loudvik Akopyan,string,,,
Manny Mederos,string,,,
Mark Manto,string,,,
Maxwell Porter,string,,,
Michael Barnes,string,,,
Michael McMahan,string,,,
Mike Curran,string,,,
Mike Salegui,string,,,
Pawin Changkiendee,string,,,
Peter Schwaegerle,string,,,
Peter Zoppi,string,,,
Rick Zeng,string,,,
Rob Moffat,string,,,
Scott Wells,string,,,
Steve Inaba Young,string,,,
Sunni Han,string,,,
Ted Morente Jr.,string,,,
Wren Cromwell,string,,,
Yaw Chang,string,,,
YuehChing Hong,string,,,
CREDITS/DEPT_AUDIO,dept,,,
Brian Tuey,string,,,
Collin Ayers,string,,,
James McCawley,string,,,
Jasmine Jia,string,,,
Lee Staples,string,,,
Ryan Garigliano,string,,,
Scott Eckert,string,,,
CREDITS/DEPT_CREATIVE,dept,,,
Chris Dinkel,string,,,
Corky Lehmkuhl,string,,,
Craig Houston,string,,,
Dan Laufer,string,,,
Justin Perez,string,,,
Miles Leslie,string,,,
Rachel Rindo,string,,,
Rebecca Rothschild,string,,,
Tony Bedard,string,,,
CREDITS/DEPT_DESIGN,dept,,,
Aaron Groening,string,,,
Anthony Saunders,string,,,
Brian Glines,string,,,
Bryson Coleman,string,,,
Chris Cowger,string,,,
Coby Thomas,string,,,
Colin Overholt,string,,,
Dan Crenshaw,string,,,
Elizabeth Potapova,string,,,
Jack Foster,string,,,
Jaelene Sanchez,string,,,
Jason Strickland,string,,,
Joanna Gerr,string,,,
June Park,string,,,
Kevin Drew,string,,,
Lawrence Metten,string,,,
Marina Saunders,string,,,
Mark Maestas,string,,,
Matt Scronce,string,,,
Max Madonna,string,,,
Nicole Havin,string,,,
Pablo Ortiz,string,,,
Paolo Pace,string,,,
Shea Samuels,string,,,
Shriram Srinivasan,string,,,
Spencer Bokrossy,string,,,
Tyler Diaz,string,,,
CREDITS/DEPT_ENGINEERING,dept,,,
Alexander Conserva,string,,,
Alper Gungormusler,string,,,
Amit Bhura,string,,,
Andrew Hoyt,string,,,
Anthony Ku,string,,,
Asriel Jiang,string,,,
Austin Kruckmeyer,string,,,
Benjamin Covington,string,,,
Bill Derksen,string,,,
Blair Bitonti,string,,,
Branko Bajcetic,string,,,
Bryan Pearson,string,,,
Caj Jones,string,,,
Chi Shen,string,,,
Chris Strickland,string,,,
Dan Olson,string,,,
Daniel Gleason,string,,,
Dara Dabiri,string,,,
David Knolls,string,,,
David Young,string,,,
Dewey Hur,string,,,
Edward Cheng,string,,,
Eirik Skildheim,string,,,
Emily Mussey,string,,,
Eran Rich,string,,,
Ewan Oughton,string,,,
Gary Machlis,string,,,
JD Tomlinson,string,,,
JT Hooker,string,,,
Jake Walters,string,,,
James Snider,string,,,
Jaqueline Brito,string,,,
Jeff Colhan,string,,,
Jeffrey Cheng,string,,,
Jerry Serrano,string,,,
Jesse Cluff,string,,,
Jivko Velev,string,,,
Joe Casalenuovo,string,,,
Johnny Geng,string,,,
Jon Albaugh,string,,,
Jonathan Ryan,string,,,
Jordan Thomas,string,,,
Josh Louderback,string,,,
José San Juan,string,,,
Juan Morelli,string,,,
Kevin Myers,string,,,
Krassimir Touevsky,string,,,
Lakshya Gupta,string,,,
Lanqing Bao,string,,,
Leo Zide,string,,,
Lola Akintoye,string,,,
Lutz Kellen,string,,,
Marc Costa,string,,,
Mark Soriano,string,,,
Mason Lietzke,string,,,
Matt Kimberling,string,,,
Miguel Gonzalez,string,,,
Ningshan Ouyang,string,,,
Penny Chock,string,,,
Peter Mielcarski,string,,,
Raymond Jackson,string,,,
Rodrigo Okamoto Corbellini Pereira,string,,,
Runshi Gu,string,,,
Ryan Bernstein,string,,,
Sabarish Chandramouli,string,,,
Sam Montanri,string,,,
Scott Scaccianoce,string,,,
Simon Pinochet,string,,,
Siyi Cao,string,,,
Stephen Crowe,string,,,
Trevor Walker,string,,,
Van Nicoghosian,string,,,
Varun Sharma,string,,,
Will Cornell,string,,,
Yansen Sheng,string,,,
Yichen Duan,string,,,
Zack Valenta,string,,,
CREDITS/DEPT_IT,dept,,,
Christopher Neal,string,,,
Daisy Espinoza,string,,,
Jonathan Salas,string,,,
Nicholas Westfield,string,,,
Rick Barzilli,string,,,
Robert Sanchez,string,,,
CREDITS/DEPT_LIGHTING,dept,,,
Angus Bencke,string,,,
Fitra Nagara,string,,,
Gary Bergeron,string,,,
Jim Hawkins,string,,,
Yui Somrit,string,,,
CREDITS/DEPT_OS,dept,,,
Alexander Stein,string,,,
Andre Foster,string,,,
Brayden Mann,string,,,
Dezmin Jones,string,,,
Eli Hathaway,string,,,
Elise Drinkwater,string,,,
Elmer Borjas,string,,,
Julia Corsi,string,,,
Lando Strange,string,,,
Richard Peraza,string,,,
Tyler Stanton,string,,,
CREDITS/DEPT_PRODUCTION,dept,,,
Aaron Wilson,string,,,
Abel Valles,string,,,
Andrew Maners,string,,,
André Lawton,string,,,
Christina Cortez,string,,,
Colin Tistaert,string,,,
Daniel Donaho,string,,,
Dany Inthaxoum,string,,,
David King,string,,,
Derek Fredericksen,string,,,
Don Oades,string,,,
Edward Robles,string,,,
Edwin Payen,string,,,
Florin Crintea,string,,,
Fozzy Boudaz,string,,,
Francesca Saeli,string,,,
Garrett Oshiro,string,,,
Gustavo Briones,string,,,
Ian Lévesque-Perreault,string,,,
Jacob Porter,string,,,
James Fouche,string,,,
Jared Delatorre,string,,,
John Vincent Canalita,string,,,
Jonathan Paetzold,string,,,
Justice Chiusano,string,,,
Justin Porras,string,,,
Kabir Jiandani,string,,,
Karl Hutson,string,,,
Kevin Nguyen,string,,,
Leo Parada,string,,,
Leonard Johnson,string,,,
Manuel Rosales,string,,,
Marcos Alvarez,string,,,
Martin Gonzalez,string,,,
Megan Burbach,string,,,
Mike Munoz,string,,,
Neal Nikaido,string,,,
Nicolas Wibawanto,string,,,
Paul Walker,string,,,
Rachel Brunelle-Rhodes,string,,,
Ray Dorschner,string,,,
Robert Herrera,string,,,
Ronald DeGott,string,,,
Ronald Fazio,string,,,
Sam Hoyt,string,,,
Samuel Chavles,string,,,
Stephanie Alvarado,string,,,
Tom Tan,string,,,
Yale Miller,string,,,
CREDITS/DEPT_STUDIO,dept,,,
Amy Hurdelbrink,string,,,
Andy Yoon,string,,,
Carolyn Wang,string,,,
Jamie Walters,string,,,
Kevin Hendrickson,string,,,
Lina Joy,string,,,
Lucy Andonian,string,,,
Marc Chrystoja,string,,,
Melvin Gomez,string,,,
Misty Noor,string,,,
Myrnelly Arnold,string,,,
Rose Villasenor,string,,,
Rupert English,string,,,
CREDITS/DEPT_STUDIO_COMMS,dept,,,
Josh Torres,string,,,
CREDITS/DEPT_TECH_ART,dept,,,
Andrew Livingston,string,,,
Azaria Abebe,string,,,
Brandon Schaal,string,,,
Christopher Erdman,string,,,
Eunjin Cho,string,,,
Gregg Daly,string,,,
Katie Hirsh,string,,,
Mike Stewart,string,,,
Nikolas Sumnall,string,,,
Sean Bae,string,,,
Sergio Betancourt,string,,,
Yury Nedelin,string,,,
CREDITS/DEPT_TECH_DESIGN,dept,,,
Anna Jimerson,string,,,
Brian Barnes,string,,,
Chad Proctor,string,,,
Jason Alexander,string,,,
Jason Kim,string,,,
Martin MacKinnon,string,,,
CREDITS/DEPT_UI_UX,dept,,,
David Duckworth,string,,,
Frankie Palmer,string,,,
Gabrielle Schweinfurth,string,,,
Jack Moumdjian,string,,,
Jessica Wise,string,,,
Natalia Godoy,string,,,
Oscar Gomez Leon,string,,,
CREDITS/DEPT_VFX,dept,,,
Austin Farris,string,,,
Barry Whitney,string,,,
Brian Shimamoto,string,,,
Gavin Lerner,string,,,
Jackson Samson,string,,,
Lucas Vice,string,,,
Mike Chubb,string,,,
Nick Chmil,string,,,
BLANK,blank,,,
BLANK,blank,,,
TREYARCH BABIES,logotext,,,
Audrey Ng,string,,,
Elizabeth Rose Manto,string,,,
Finneas Hutson,string,,,
Helen Hoyt,string,,,
Ownie Hoffman Turner,string,,,
BLANK,blank,,,
BLANK,blank,,,
TREYARCH THANKS,logotext,,,
Ben Borth,string,,,
Chris Cowell,string,,,
Chris Hendricks,string,,,
David Vonderhaar,string,,,
Dom Drozdz,string,,,
Engamin Sanchez,string,,,
Jeremy Liu,string,,,
John Rafacz,string,,,
Kevin Somers,string,,,
Laurence Wong,string,,,
Nicolas Silvagni,string,,,
Shawn Jimmerson,string,,,
Tommy Lira,string,,,
Zi Li,string,,,
BLANKLONG,blank,,,
BLANKLONG,blank,,,
BLANKLONG,blank,,,
BLANKLONG,blank,,,
image_raven_2023,logo,,320,80
BLANK,blank,,,
BLANK,blank,,,
CREDITS/DEPT_MANAGEMENT,dept,,,
Brian Raffel,string,,,
David Pellas,string,,,
BLANK,blank,,,
CREDITS/DEPT_ADMIN,dept,,,
Britt Brown,string,,,
Jamie Tessman,string,,,
