a0,b1,c2,d3,e4,g5,g6,h7,i8,j9,k10,l11,m12,n13,o14,p15,q16
756,,16930000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,16954500,,,,,,757,757,ranked_up_11,RANK/PRESTIGE_15
757,,16954500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,16979000,,,,,,758,758,ranked_up_11,RANK/PRESTIGE_15
758,,16979000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17003500,,,,,,759,759,ranked_up_11,RANK/PRESTIGE_15
759,,17003500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17028000,,,,,,760,760,ranked_up_11,RANK/PRESTIGE_15
760,,17028000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17052500,,,,,,761,761,ranked_up_11,RANK/PRESTIGE_15
761,,17052500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17077000,,,,,,762,762,ranked_up_11,RANK/PRESTIGE_15
762,,17077000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17101500,,,,,,763,763,ranked_up_11,RANK/PRESTIGE_15
763,,17101500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17126000,,,,,,764,764,ranked_up_11,RANK/PRESTIGE_15
764,,17126000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17150500,,,,,,765,765,ranked_up_11,RANK/PRESTIGE_15
765,,17150500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17175000,,,,,,766,766,ranked_up_11,RANK/PRESTIGE_15
766,,17175000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17199500,,,,,,767,767,ranked_up_11,RANK/PRESTIGE_15
767,,17199500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17224000,,,,,,768,768,ranked_up_11,RANK/PRESTIGE_15
768,,17224000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17248500,,,,,,769,769,ranked_up_11,RANK/PRESTIGE_15
769,,17248500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17273000,,,,,,770,770,ranked_up_11,RANK/PRESTIGE_15
770,,17273000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17297500,,,,,,771,771,ranked_up_11,RANK/PRESTIGE_15
771,,17297500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17322000,,,,,,772,772,ranked_up_11,RANK/PRESTIGE_15
772,,17322000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17346500,,,,,,773,773,ranked_up_11,RANK/PRESTIGE_15
773,,17346500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17371000,,,,,,774,774,ranked_up_11,RANK/PRESTIGE_15
774,,17371000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17395500,,,,,,775,775,ranked_up_11,RANK/PRESTIGE_15
775,,17395500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17420000,,,,,,776,776,ranked_up_11,RANK/PRESTIGE_15
776,,17420000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17444500,,,,,,777,777,ranked_up_11,RANK/PRESTIGE_15
777,,17444500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17469000,,,,,,778,778,ranked_up_11,RANK/PRESTIGE_15
778,,17469000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17493500,,,,,,779,779,ranked_up_11,RANK/PRESTIGE_15
779,,17493500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17518000,,,,,,780,780,ranked_up_11,RANK/PRESTIGE_15
780,,17518000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17542500,,,,,,781,781,ranked_up_11,RANK/PRESTIGE_15
781,,17542500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17567000,,,,,,782,782,ranked_up_11,RANK/PRESTIGE_15
782,,17567000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17591500,,,,,,783,783,ranked_up_11,RANK/PRESTIGE_15
783,,17591500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17616000,,,,,,784,784,ranked_up_11,RANK/PRESTIGE_15
784,,17616000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17640500,,,,,,785,785,ranked_up_11,RANK/PRESTIGE_15
785,,17640500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17665000,,,,,,786,786,ranked_up_11,RANK/PRESTIGE_15
786,,17665000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17689500,,,,,,787,787,ranked_up_11,RANK/PRESTIGE_15
787,,17689500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17714000,,,,,,788,788,ranked_up_11,RANK/PRESTIGE_15
788,,17714000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17738500,,,,,,789,789,ranked_up_11,RANK/PRESTIGE_15
789,,17738500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17763000,,,,,,790,790,ranked_up_11,RANK/PRESTIGE_15
790,,17763000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17787500,,,,,,791,791,ranked_up_11,RANK/PRESTIGE_15
791,,17787500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17812000,,,,,,792,792,ranked_up_11,RANK/PRESTIGE_15
792,,17812000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17836500,,,,,,793,793,ranked_up_11,RANK/PRESTIGE_15
793,,17836500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17861000,,,,,,794,794,ranked_up_11,RANK/PRESTIGE_15
794,,17861000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17885500,,,,,,795,795,ranked_up_11,RANK/PRESTIGE_15
795,,17885500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17910000,,,,,,796,796,ranked_up_11,RANK/PRESTIGE_15
796,,17910000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17934500,,,,,,797,797,ranked_up_11,RANK/PRESTIGE_15
797,,17934500,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17959000,,,,,,798,798,ranked_up_11,RANK/PRESTIGE_15
798,,17959000,24500,RANK/PRESTIGE_15,RANK/PRESTIGE_15,,17983500,,,,,,799,799,ranked_up_11,RANK/PRESTIGE_15
799,,17983500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18008000,,,,,,800,800,ranked_up_11,RANK/PRESTIGE_15
800,,18008000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18032500,,,,,,801,801,ranked_up_11,RANK/PRESTIGE_16
801,,18032500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18057000,,,,,,802,802,ranked_up_11,RANK/PRESTIGE_16
802,,18057000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18081500,,,,,,803,803,ranked_up_11,RANK/PRESTIGE_16
803,,18081500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18106000,,,,,,804,804,ranked_up_11,RANK/PRESTIGE_16
804,,18106000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18130500,,,,,,805,805,ranked_up_11,RANK/PRESTIGE_16
805,,18130500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18155000,,,,,,806,806,ranked_up_11,RANK/PRESTIGE_16
806,,18155000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18179500,,,,,,807,807,ranked_up_11,RANK/PRESTIGE_16
807,,18179500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18204000,,,,,,808,808,ranked_up_11,RANK/PRESTIGE_16
808,,18204000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18228500,,,,,,809,809,ranked_up_11,RANK/PRESTIGE_16
809,,18228500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18253000,,,,,,810,810,ranked_up_11,RANK/PRESTIGE_16
810,,18253000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18277500,,,,,,811,811,ranked_up_11,RANK/PRESTIGE_16
811,,18277500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18302000,,,,,,812,812,ranked_up_11,RANK/PRESTIGE_16
812,,18302000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18326500,,,,,,813,813,ranked_up_11,RANK/PRESTIGE_16
813,,18326500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18351000,,,,,,814,814,ranked_up_11,RANK/PRESTIGE_16
814,,18351000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18375500,,,,,,815,815,ranked_up_11,RANK/PRESTIGE_16
815,,18375500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18400000,,,,,,816,816,ranked_up_11,RANK/PRESTIGE_16
816,,18400000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18424500,,,,,,817,817,ranked_up_11,RANK/PRESTIGE_16
817,,18424500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18449000,,,,,,818,818,ranked_up_11,RANK/PRESTIGE_16
818,,18449000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18473500,,,,,,819,819,ranked_up_11,RANK/PRESTIGE_16
819,,18473500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18498000,,,,,,820,820,ranked_up_11,RANK/PRESTIGE_16
820,,18498000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18522500,,,,,,821,821,ranked_up_11,RANK/PRESTIGE_16
821,,18522500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18547000,,,,,,822,822,ranked_up_11,RANK/PRESTIGE_16
822,,18547000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18571500,,,,,,823,823,ranked_up_11,RANK/PRESTIGE_16
823,,18571500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18596000,,,,,,824,824,ranked_up_11,RANK/PRESTIGE_16
824,,18596000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18620500,,,,,,825,825,ranked_up_11,RANK/PRESTIGE_16
825,,18620500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18645000,,,,,,826,826,ranked_up_11,RANK/PRESTIGE_16
826,,18645000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18669500,,,,,,827,827,ranked_up_11,RANK/PRESTIGE_16
827,,18669500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18694000,,,,,,828,828,ranked_up_11,RANK/PRESTIGE_16
828,,18694000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18718500,,,,,,829,829,ranked_up_11,RANK/PRESTIGE_16
829,,18718500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18743000,,,,,,830,830,ranked_up_11,RANK/PRESTIGE_16
830,,18743000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18767500,,,,,,831,831,ranked_up_11,RANK/PRESTIGE_16
831,,18767500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18792000,,,,,,832,832,ranked_up_11,RANK/PRESTIGE_16
832,,18792000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18816500,,,,,,833,833,ranked_up_11,RANK/PRESTIGE_16
833,,18816500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18841000,,,,,,834,834,ranked_up_11,RANK/PRESTIGE_16
834,,18841000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18865500,,,,,,835,835,ranked_up_11,RANK/PRESTIGE_16
835,,18865500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18890000,,,,,,836,836,ranked_up_11,RANK/PRESTIGE_16
836,,18890000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18914500,,,,,,837,837,ranked_up_11,RANK/PRESTIGE_16
837,,18914500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18939000,,,,,,838,838,ranked_up_11,RANK/PRESTIGE_16
838,,18939000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18963500,,,,,,839,839,ranked_up_11,RANK/PRESTIGE_16
839,,18963500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,18988000,,,,,,840,840,ranked_up_11,RANK/PRESTIGE_16
840,,18988000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,19012500,,,,,,841,841,ranked_up_11,RANK/PRESTIGE_16
841,,19012500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,19037000,,,,,,842,842,ranked_up_11,RANK/PRESTIGE_16
842,,19037000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,19061500,,,,,,843,843,ranked_up_11,RANK/PRESTIGE_16
843,,19061500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,19086000,,,,,,844,844,ranked_up_11,RANK/PRESTIGE_16
844,,19086000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,19110500,,,,,,845,845,ranked_up_11,RANK/PRESTIGE_16
845,,19110500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,19135000,,,,,,846,846,ranked_up_11,RANK/PRESTIGE_16
846,,19135000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,19159500,,,,,,847,847,ranked_up_11,RANK/PRESTIGE_16
847,,19159500,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,19184000,,,,,,848,848,ranked_up_11,RANK/PRESTIGE_16
848,,19184000,24500,RANK/PRESTIGE_16,RANK/PRESTIGE_16,,19208500,,,,,,849,849,ranked_up_11,RANK/PRESTIGE_16
849,,19208500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19233000,,,,,,850,850,ranked_up_11,RANK/PRESTIGE_17
850,,19233000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19257500,,,,,,851,851,ranked_up_11,RANK/PRESTIGE_17
851,,19257500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19282000,,,,,,852,852,ranked_up_11,RANK/PRESTIGE_17
852,,19282000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19306500,,,,,,853,853,ranked_up_11,RANK/PRESTIGE_17
853,,19306500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19331000,,,,,,854,854,ranked_up_11,RANK/PRESTIGE_17
854,,19331000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19355500,,,,,,855,855,ranked_up_11,RANK/PRESTIGE_17
855,,19355500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19380000,,,,,,856,856,ranked_up_11,RANK/PRESTIGE_17
856,,19380000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19404500,,,,,,857,857,ranked_up_11,RANK/PRESTIGE_17
857,,19404500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19429000,,,,,,858,858,ranked_up_11,RANK/PRESTIGE_17
858,,19429000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19453500,,,,,,859,859,ranked_up_11,RANK/PRESTIGE_17
859,,19453500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19478000,,,,,,860,860,ranked_up_11,RANK/PRESTIGE_17
860,,19478000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19502500,,,,,,861,861,ranked_up_11,RANK/PRESTIGE_17
861,,19502500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19527000,,,,,,862,862,ranked_up_11,RANK/PRESTIGE_17
862,,19527000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19551500,,,,,,863,863,ranked_up_11,RANK/PRESTIGE_17
863,,19551500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19576000,,,,,,864,864,ranked_up_11,RANK/PRESTIGE_17
864,,19576000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19600500,,,,,,865,865,ranked_up_11,RANK/PRESTIGE_17
865,,19600500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19625000,,,,,,866,866,ranked_up_11,RANK/PRESTIGE_17
866,,19625000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19649500,,,,,,867,867,ranked_up_11,RANK/PRESTIGE_17
867,,19649500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19674000,,,,,,868,868,ranked_up_11,RANK/PRESTIGE_17
868,,19674000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19698500,,,,,,869,869,ranked_up_11,RANK/PRESTIGE_17
869,,19698500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19723000,,,,,,870,870,ranked_up_11,RANK/PRESTIGE_17
870,,19723000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19747500,,,,,,871,871,ranked_up_11,RANK/PRESTIGE_17
871,,19747500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19772000,,,,,,872,872,ranked_up_11,RANK/PRESTIGE_17
872,,19772000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19796500,,,,,,873,873,ranked_up_11,RANK/PRESTIGE_17
873,,19796500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19821000,,,,,,874,874,ranked_up_11,RANK/PRESTIGE_17
874,,19821000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19845500,,,,,,875,875,ranked_up_11,RANK/PRESTIGE_17
875,,19845500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19870000,,,,,,876,876,ranked_up_11,RANK/PRESTIGE_17
876,,19870000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19894500,,,,,,877,877,ranked_up_11,RANK/PRESTIGE_17
877,,19894500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19919000,,,,,,878,878,ranked_up_11,RANK/PRESTIGE_17
878,,19919000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19943500,,,,,,879,879,ranked_up_11,RANK/PRESTIGE_17
879,,19943500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19968000,,,,,,880,880,ranked_up_11,RANK/PRESTIGE_17
880,,19968000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,19992500,,,,,,881,881,ranked_up_11,RANK/PRESTIGE_17
881,,19992500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,20017000,,,,,,882,882,ranked_up_11,RANK/PRESTIGE_17
882,,20017000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,20041500,,,,,,883,883,ranked_up_11,RANK/PRESTIGE_17
883,,20041500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,20066000,,,,,,884,884,ranked_up_11,RANK/PRESTIGE_17
884,,20066000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,20090500,,,,,,885,885,ranked_up_11,RANK/PRESTIGE_17
885,,20090500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,20115000,,,,,,886,886,ranked_up_11,RANK/PRESTIGE_17
886,,20115000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,20139500,,,,,,887,887,ranked_up_11,RANK/PRESTIGE_17
887,,20139500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,20164000,,,,,,888,888,ranked_up_11,RANK/PRESTIGE_17
888,,20164000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,20188500,,,,,,889,889,ranked_up_11,RANK/PRESTIGE_17
889,,20188500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,20213000,,,,,,890,890,ranked_up_11,RANK/PRESTIGE_17
890,,20213000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,20237500,,,,,,891,891,ranked_up_11,RANK/PRESTIGE_17
891,,20237500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,20262000,,,,,,892,892,ranked_up_11,RANK/PRESTIGE_17
892,,20262000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,20286500,,,,,,893,893,ranked_up_11,RANK/PRESTIGE_17
893,,20286500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,20311000,,,,,,894,894,ranked_up_11,RANK/PRESTIGE_17
894,,20311000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,20335500,,,,,,895,895,ranked_up_11,RANK/PRESTIGE_17
895,,20335500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,20360000,,,,,,896,896,ranked_up_11,RANK/PRESTIGE_17
896,,20360000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,20384500,,,,,,897,897,ranked_up_11,RANK/PRESTIGE_17
897,,20384500,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,20409000,,,,,,898,898,ranked_up_11,RANK/PRESTIGE_17
898,,20409000,24500,RANK/PRESTIGE_17,RANK/PRESTIGE_17,,20433500,,,,,,899,899,ranked_up_11,RANK/PRESTIGE_17
899,,20433500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20458000,,,,,,900,900,ranked_up_11,RANK/PRESTIGE_18
900,,20458000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20482500,,,,,,901,901,ranked_up_11,RANK/PRESTIGE_18
901,,20482500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20507000,,,,,,902,902,ranked_up_11,RANK/PRESTIGE_18
902,,20507000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20531500,,,,,,903,903,ranked_up_11,RANK/PRESTIGE_18
903,,20531500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20556000,,,,,,904,904,ranked_up_11,RANK/PRESTIGE_18
904,,20556000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20580500,,,,,,905,905,ranked_up_11,RANK/PRESTIGE_18
905,,20580500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20605000,,,,,,906,906,ranked_up_11,RANK/PRESTIGE_18
906,,20605000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20629500,,,,,,907,907,ranked_up_11,RANK/PRESTIGE_18
907,,20629500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20654000,,,,,,908,908,ranked_up_11,RANK/PRESTIGE_18
908,,20654000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20678500,,,,,,909,909,ranked_up_11,RANK/PRESTIGE_18
909,,20678500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20703000,,,,,,910,910,ranked_up_11,RANK/PRESTIGE_18
910,,20703000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20727500,,,,,,911,911,ranked_up_11,RANK/PRESTIGE_18
911,,20727500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20752000,,,,,,912,912,ranked_up_11,RANK/PRESTIGE_18
912,,20752000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20776500,,,,,,913,913,ranked_up_11,RANK/PRESTIGE_18
913,,20776500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20801000,,,,,,914,914,ranked_up_11,RANK/PRESTIGE_18
914,,20801000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20825500,,,,,,915,915,ranked_up_11,RANK/PRESTIGE_18
915,,20825500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20850000,,,,,,916,916,ranked_up_11,RANK/PRESTIGE_18
916,,20850000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20874500,,,,,,917,917,ranked_up_11,RANK/PRESTIGE_18
917,,20874500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20899000,,,,,,918,918,ranked_up_11,RANK/PRESTIGE_18
918,,20899000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20923500,,,,,,919,919,ranked_up_11,RANK/PRESTIGE_18
919,,20923500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20948000,,,,,,920,920,ranked_up_11,RANK/PRESTIGE_18
920,,20948000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20972500,,,,,,921,921,ranked_up_11,RANK/PRESTIGE_18
921,,20972500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,20997000,,,,,,922,922,ranked_up_11,RANK/PRESTIGE_18
922,,20997000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21021500,,,,,,923,923,ranked_up_11,RANK/PRESTIGE_18
923,,21021500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21046000,,,,,,924,924,ranked_up_11,RANK/PRESTIGE_18
924,,21046000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21070500,,,,,,925,925,ranked_up_11,RANK/PRESTIGE_18
925,,21070500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21095000,,,,,,926,926,ranked_up_11,RANK/PRESTIGE_18
926,,21095000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21119500,,,,,,927,927,ranked_up_11,RANK/PRESTIGE_18
927,,21119500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21144000,,,,,,928,928,ranked_up_11,RANK/PRESTIGE_18
928,,21144000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21168500,,,,,,929,929,ranked_up_11,RANK/PRESTIGE_18
929,,21168500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21193000,,,,,,930,930,ranked_up_11,RANK/PRESTIGE_18
930,,21193000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21217500,,,,,,931,931,ranked_up_11,RANK/PRESTIGE_18
931,,21217500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21242000,,,,,,932,932,ranked_up_11,RANK/PRESTIGE_18
932,,21242000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21266500,,,,,,933,933,ranked_up_11,RANK/PRESTIGE_18
933,,21266500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21291000,,,,,,934,934,ranked_up_11,RANK/PRESTIGE_18
934,,21291000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21315500,,,,,,935,935,ranked_up_11,RANK/PRESTIGE_18
935,,21315500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21340000,,,,,,936,936,ranked_up_11,RANK/PRESTIGE_18
936,,21340000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21364500,,,,,,937,937,ranked_up_11,RANK/PRESTIGE_18
937,,21364500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21389000,,,,,,938,938,ranked_up_11,RANK/PRESTIGE_18
938,,21389000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21413500,,,,,,939,939,ranked_up_11,RANK/PRESTIGE_18
939,,21413500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21438000,,,,,,940,940,ranked_up_11,RANK/PRESTIGE_18
940,,21438000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21462500,,,,,,941,941,ranked_up_11,RANK/PRESTIGE_18
941,,21462500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21487000,,,,,,942,942,ranked_up_11,RANK/PRESTIGE_18
942,,21487000,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21511500,,,,,,943,943,ranked_up_11,RANK/PRESTIGE_18
943,,21511500,24500,RANK/PRESTIGE_18,RANK/PRESTIGE_18,,21536000,,,,,,944,944,ranked_up_11,RANK/PRESTIGE_18
